Index	Label	Hemisphere
494	7Networks_RH_SomMot_27	RH
495	7Networks_RH_SomMot_28	RH
496	7Networks_RH_SomMot_29	RH
497	7Networks_RH_SomMot_30	RH
498	7Networks_RH_SomMot_31	RH
499	7Networks_RH_SomMot_32	RH
500	7Networks_RH_SomMot_33	RH
501	7Networks_RH_SomMot_34	RH
502	7Networks_RH_SomMot_35	RH
503	7Networks_RH_SomMot_36	RH
504	7Networks_RH_SomMot_37	RH
505	7Networks_RH_SomMot_38	RH
506	7Networks_RH_SomMot_39	RH
507	7Networks_RH_SomMot_40	RH
508	7Networks_RH_SomMot_41	RH
509	7Networks_RH_SomMot_42	RH
510	7Networks_RH_SomMot_43	RH
511	7Networks_RH_SomMot_44	RH
512	7Networks_RH_SomMot_45	RH
513	7Networks_RH_SomMot_46	RH
514	7Networks_RH_SomMot_47	RH
515	7Networks_RH_SomMot_48	RH
516	7Networks_RH_SomMot_49	RH
517	7Networks_RH_SomMot_50	RH
518	7Networks_RH_SomMot_51	RH
519	7Networks_RH_SomMot_52	RH
520	7Networks_RH_SomMot_53	RH
521	7Networks_RH_SomMot_54	RH
522	7Networks_RH_SomMot_55	RH
523	7Networks_RH_SomMot_56	RH
524	7Networks_RH_SomMot_57	RH
525	7Networks_RH_SomMot_58	RH
526	7Networks_RH_SomMot_59	RH
527	7Networks_RH_SomMot_60	RH
528	7Networks_RH_SomMot_61	RH
529	7Networks_RH_SomMot_62	RH
530	7Networks_RH_SomMot_63	RH
531	7Networks_RH_SomMot_64	RH
532	7Networks_RH_SomMot_65	RH
533	7Networks_RH_SomMot_66	RH
534	7Networks_RH_SomMot_67	RH
535	7Networks_RH_SomMot_68	RH
536	7Networks_RH_SomMot_69	RH
537	7Networks_RH_SomMot_70	RH
538	7Networks_RH_SomMot_71	RH
539	7Networks_RH_SomMot_72	RH
540	7Networks_RH_SomMot_73	RH
541	7Networks_RH_SomMot_74	RH
542	7Networks_RH_SomMot_75	RH
543	7Networks_RH_SomMot_76	RH
544	7Networks_RH_DorsAttn_Post_1	RH
545	7Networks_RH_DorsAttn_Post_2	RH
546	7Networks_RH_DorsAttn_Post_3	RH
547	7Networks_RH_DorsAttn_Post_4	RH
548	7Networks_RH_DorsAttn_Post_5	RH
549	7Networks_RH_DorsAttn_Post_6	RH
550	7Networks_RH_DorsAttn_Post_7	RH
551	7Networks_RH_DorsAttn_Post_8	RH
552	7Networks_RH_DorsAttn_Post_9	RH
553	7Networks_RH_DorsAttn_Post_10	RH
554	7Networks_RH_DorsAttn_Post_11	RH
555	7Networks_RH_DorsAttn_Post_12	RH
556	7Networks_RH_DorsAttn_Post_13	RH
557	7Networks_RH_DorsAttn_Post_14	RH
558	7Networks_RH_DorsAttn_Post_15	RH
559	7Networks_RH_DorsAttn_Post_16	RH
560	7Networks_RH_DorsAttn_Post_17	RH
561	7Networks_RH_DorsAttn_Post_18	RH
562	7Networks_RH_DorsAttn_Post_19	RH
563	7Networks_RH_DorsAttn_Post_20	RH
564	7Networks_RH_DorsAttn_Post_21	RH
565	7Networks_RH_DorsAttn_Post_22	RH
566	7Networks_RH_DorsAttn_Post_23	RH
567	7Networks_RH_DorsAttn_Post_24	RH
568	7Networks_RH_DorsAttn_Post_25	RH
569	7Networks_RH_DorsAttn_Post_26	RH
570	7Networks_RH_DorsAttn_Post_27	RH
571	7Networks_RH_DorsAttn_Post_28	RH
572	7Networks_RH_DorsAttn_Post_29	RH
573	7Networks_RH_DorsAttn_Post_30	RH
574	7Networks_RH_DorsAttn_Post_31	RH
575	7Networks_RH_DorsAttn_Post_32	RH
576	7Networks_RH_DorsAttn_Post_33	RH
577	7Networks_RH_DorsAttn_Post_34	RH
578	7Networks_RH_DorsAttn_Post_35	RH
579	7Networks_RH_DorsAttn_Post_36	RH
